entity_type,observable_type,observable_value,x_opencti_score,confidence,x_opencti_description,x_opencti_labels
indicator,Text,vims-vsce.vscode-vim,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VisualStudioCodeStaffTeam.mannequin2,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,vitalik-Buterin.soli-extensio,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VitalikB.solidit-lang,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VitalikBut.bolibity-slang,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VitalikButerin-EthFoundation.blan-co,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VitalikButerinETH.vitaliketh,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VitalikButt.Solids,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VitalikLButerin.aidebut2,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VitalyButerin.hardhatjs,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VKTeam.com,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VSAnalysistest.clipboard-helper-vscode,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VSAnalysistest.code-ai-assistant,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VSAnalysistest.codegpt-helper,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VSAnalysistest.discord-helper-test,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VSAnalysistest.global-state-test,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VSAnalysistest.mycodegpt-assistant,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,vsceue.volar-vscode,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VSCodeDeveloper.sobidity-compiler,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VSDeveloper.theme-library-vs,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,VSDeveloper.universal-intellisense,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,vuesnippetsai.vue-snippets-ai,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,WEB3Foundation.cxzczxcxz,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,webctrl.live,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,wli273088.vscode-pets-for-courses-demo,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,Wumpus.bold-end,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,xuyanfeng.addr2line-assistant,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,yamlcode.yaml-vscode-extension,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,yfdyh000.aar-vsc-test,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,yfdyh000.aar-vscode,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,YogevAvitan.codeivri-vscode,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,yujiitadori.demon-slayer-infinity-castle,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,yujiitadori.the-undertaker-2,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,Zeron1337.Zeron-CySec,90,90,Removed from VS Marketplace: Malware.,malware;critical
indicator,Text,06a678fb-6fc1-623d-88d6-77ab9a4932cc.open-vs-embedded-browser,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,11011.blenderPluginDevTool11011,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,11011.markdown-shortcuts-like-obsidian-merge,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,11011.markdown-shortcuts-like-obsidian-ob,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,11011.ubuntutheme11011,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,318182456.legado-reader3-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,723Studio.fta-ruleset-tools,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,77qingliu.sas-syntax,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,8bitZeta.Nand2Tetris-8bit,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,abczyx2006.rust-coder,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Acronix-dev.Go-work-tools,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,AdamFortune.ezsqlite,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,agility6.go-sort-imports,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,agility6.gruvbox-concoctis-agility6,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,AiagentPro.pydebugpro,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,AIClaude.claude-code-master,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,AIClub.aadb2c-fork,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,AirCactus500.animal-crossing-file-icon-theme-with-flutter-support,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,AkhilTeotia.prettier-vscode-cfml,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,akirakudo911.kudosflow2,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,alanguo.zed-one-theme-for-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,alberto-pilotto.code-ca65-syntax-color-outliner,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,AlesMenzel.line-utils,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Alex-130-130.vscode-ant-design-vue-1-helper-prop,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Alex-Chen.vscode-m5stack-mpy-uiflow2,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,alexevanczuk.pks-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,algovscode.algoritmika-python,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,algovscode.algoritmika-python-beta,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,alien-fish-person.htmltoscss,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,AlissonKopp.clickup-extension,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Alleexxii.cfxlua-cheat-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ALT5.sqflint-cn-revised,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,altynbek132.turbo-console-log-custom,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Always-Victorious.trailing-spaces-always-victorious-edit,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,AMAARETS.hebrew-ui-translation-amaarets,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,amkig.i18n-ally-po,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,anovagroups.sas-data-explorer,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,anwar.papyrus-pdf,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,AppHelix.apphelix-blog-search,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ArchMedia.sp-isc-devtools,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,areynard.iceberg-theme-code-visible,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ASUS-AICS.aics-copilot,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,atom8n.kanban-atom8n,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,atom8n.mcp-inspector-atom8n,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,atom8n.n8n-atom-v3,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,atom8n.tampermonkey-atom8n,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,atom8n.thor-client-atom8n,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,atom8n.vscode-extensionpack,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,AtroxEGO.better-folding-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,auguwu.opentofu-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,aurora-them-creator.theme-aurora-nocturne,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,avenableivytech.vscode-sqlite-av,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ax60.electricblackfelixdivallportvs2022,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,AzelSync.alk-icons,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Azir-11.azir-vscode-theme,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Batch.Docker-Vscode-V2,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,bazantici.dapsy,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,bazantici.suse-valey-styleguide,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,bbznop.open-in-external-app-pro,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ben14.ayu-warm,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ben14.tailwind-fold-opinionated,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Benachile-studio.protobuf-pro,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,benkeen.pnpm-catalog-lens-rush-fork,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,benpzhao.emmylua-aoe,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,betterthanalltime.calva-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,BITS2500.bits-codon,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,bl-vc-java.bl-tomcat,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,blaz.vim-with-visual-mode-fixed,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,bobqianic.imperial-llm-dev,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,borgius.lm-proxy-responses,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,borgius.localrag,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,brainz-digital-com.brainz-digital-netbeans-keybindings,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Brett-Wilson.markdown-shortcuts-chinese,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,bryanlo22.vscode-rufo-fix,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,btwiuse.flexport,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,btwiuse.gopilot-chat,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,bysabi.prettier-vscode-semistandard,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,bysabi.prettier-vscode-standard,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,CalebBaird.leaderkey-configurable,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,camork.fonted-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,cancline.cancline-dev,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,CartagoNova.turbo-console-log-forked-by-cartago,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,chess-color-theme.chess-svelte-5-snippets,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,chirayuk.embedded-languages-ck,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,christian237.nys,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,chrp.vscode-auto-restart-typescript-and-eslint,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,CJL.todo-tree-enhanced,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,clclw.php-formatterclclw,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,cn00.duckdb-lab,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,cn00.sqltools-duckdb,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,codelogix.catppuccin-darker-vsc,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,codeomnitrix.firestore-studio,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,codevsce.codelddb-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,COMP.sqltools-driver-postgres,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,COMP.sqltools-enhanced,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,complete.prettier-vscode-community,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,contextia.contextia-cline,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,crazypanda.git-commit-plugin-custom,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,cryptninjaswap.cryptoninja-auto-accept,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,cryptninjaswap.cryptoninja-code-review,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,cryptninjaswap.cryptoninja-color-picker,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,cryptninjaswap.cryptoninja-commit-helper,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,cryptninjaswap.cryptoninja-diff-viewer,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,cryptninjaswap.cryptoninja-japanese-pack,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,cryptninjaswap.cryptoninja-json-tools,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,cryptninjaswap.cryptoninja-prompt-pack,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,cryptninjaswap.cryptoninja-regex-tester,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,cryptninjaswap.cryptoninja-shuriken-dojo,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ctk.commandlist-enhanced,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,cuijiudai.i18n-ally-vue,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,cuitianze.turbo-console-log-with-emoji,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,cyrilproletuzi.angular-schematics-pro,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,d0whc3r.better-find-unused-exports,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,daelmaak.next-error,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,DaMaoCloud.damao-aie,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Damilola.azure-devops-pipelines,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,danieloaks.rest-client-do,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,DarshanChauhan.tm-workitem-tab,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,DATEx2.vscode-gutter-preview-by-datex2l,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,day253.data-scientist-development-pack,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,day253.system-engineer-development-pack,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,day253.system-information-status-bar,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,deadman.old-drkryz-theme,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,dechuen-lee.tailwindcss-intellisense-auto-space,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,dengfy3.dengfy3,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,DevCatppuccinpro.catppuccin-pro-vsc,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,devCharles5277.git-commit-plugin-with-gitmoji,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,devCharles5277.primevue-helper-zh-tw,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,devCHOUZZ.vscode-better-align-pro,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,devolutionsinc.devolutions-powershell-universal,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,devSparkle.luau-lsp-overtur,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,devxlogan.jetbrains-rider-new-ui-theme-fixed,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Dhakshinesh.sfdx-package-xml-generator-by-dk,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,diamond.diamond,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,diegofernandezpandiello.super-elixir-ls,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,DiegoPandiello.aws-srp-rest-client,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,DiegoPandiello.elixir-ls-test-args,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,DigitalJSMTUGroup.digitaljsmtu,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,DipakParmar.cumulusci,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,dloux.i18n-ally-skip-duplicate,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,DonJayamne.DonJayamne,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,dopbop-studio.vscode-tailwindcss-extension-toolkit,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Doro2.dart-flutter-export-no-comments,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,DoroKPNC.dart-flutter-export-helper,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,DoroKPNC.dart-flutter-exports-local,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,dorry.smart-json,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,dotatong.wt-prettier-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,DoveAz.gitmojisense,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,drzorm.vscode-fast-folder-structure-custom,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,duailibe.miniprettier,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,duanyll.image-gallery,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,DylanRampage.prettier-optimized,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,dywsy21.latex-previewer-minor-fixes,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ebextensions.clang-format-2025,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ecostadelle.cython-syntax-fixed,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,embedd-team.embedd-build-analyzer,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,embedd-team.embedd-cortex-debug,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,embedd-team.embedd-peripheral-viewer,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,embedd-team.embedd-project-manager,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,embeddteam.embedded-build-analyzer,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,embeddteam.embedded-cortex-debug,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,embeddteam.embeddedprojectmanager,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,emersxw.min-theme-emersxw,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Eneve.genscript-eneve,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,env.Better-dotenv,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,env.Javascript-snippets-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Eradani.eradani-assist,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,esbenpp.pretier-vscodee,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,fecet.vscode-neovim-fecet,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ferrymo.intellij-idea-new-ui-pretty-ferrymo,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,FlowIndex.flowindex-cadence,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,fortune.investment-assistant,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,fq.markdown-checkbox-with-timestamp-at-creation,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,FrancescoOrtu.slurm-dashboard-orfeo,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,FrancoisLe.cmake-tools-with-post-configure-task,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,frunoob.ankimini,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,funkyproject.vscode-phpunit-funky-fork,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,fyzhu.git-pretty-graph,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,gabrielbotan.gruvbox-vim,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,genon.cline-for-genos,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,gerson577.turbo-console-log-modify,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,gglin001-vscode.vscode-mlir-custom,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ghlandy.LiveServer-2,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,GoDeveloper.go-developer-support-extension,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,godot42.cmantic-forked,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,grovejt.open-folder-in-cursor,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,guojun.code-keeper,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,gvotch-studio.claude-code-extensions,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,gyvscode.continue-vs,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Hakai.functional-purple-modified,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,HanazakiShiki.emmylua-cgame,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,hapTeam.hap-eslint,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,harrisonLin.fcbox-ai-code,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,HarshChitaliya.harshchitaliya-ai-study-companion,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,HarshChitaliya.harshchitaliya-wds-blog-search,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,hatsunemikulover.gutils,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,havedifficultyinfindingnames.debug-leetcode-refined,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,hazi.hazi-theme,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,heartacker.git-graph-ai,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,hetu.HetuGit,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,hhu-stups.prob,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,hkalyane.csv-advanced-editor,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,HonzaPudil.vscode-theme-onedarker-custom,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,hoOJluGun.ho-ojlugun-ai,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,hqvjet.pixel-agents-remake,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,hsn8086.cph-hsn-edition,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,hwrn001.snakemake-lang-pre-release,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,hyoban.file-icons-continue,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,hyperproof.vscode-ext-prettier-java,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,i18nflow.vscode-i18n-flow,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,iabacus-publisher.iabacus-dev,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,iblea.markdown-preview-base64-iblea,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,iblea.vscode-paste-image-iblea,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,iceeedR.amxx-pawn-language-editor,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,idanSaban.turbo-console-debuglog,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,idlesilver.comment-driver,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ihyajb.cfxlua-intellisense,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Ilham-ahmedow.sftp20,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,illusions-x.yeleee-faaaah,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,infinics.infinics-ai-assistant,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,InnuendoPi.vscode-espfs,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,iridium.pinkcandy,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,iSayme.vscode-prettier-standard,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Itchino.robloxlsp-for-exploit,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ivanstepanovftwgaynottaken.camelhumps,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,JackHerry.copilotx-ai-assistant,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
