ExtensionId,PublisherId,Severity,Category,Comment,Source
iSayme.vscode-prettier-standard,iSayme,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Itchino.robloxlsp-for-exploit,Itchino,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ivanstepanovftwgaynottaken.camelhumps,ivanstepanovftwgaynottaken,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
JackHerry.copilotx-ai-assistant,JackHerry,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
JackHerry.gitlens-turbocharged,JackHerry,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
JackHerry.neon-night-theme-ai,JackHerry,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
JackHerry.prettier-advanced-ai,JackHerry,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jackieyyang.jackieyyang-git-extension-pack,jackieyyang,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jackolope.lit-analyzer-plugin,jackolope,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jackywjs.jacky-jest-runner,jackywjs,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jackywjs.node-modules-enhanced,jackywjs,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jaeck-zj.highlight-words-by-jack,jaeck-zj,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jamesoncrate.universal-3d-preview,jamesoncrate,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jameszhanga.even-prettier,jameszhanga,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jangxyz.svelte-infile-component-vscode,jangxyz,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
JarodWright.strict-paredit-fennel,JarodWright,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jaywoo0830a.modern-php-8-snippets,jaywoo0830a,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jeronimodevex.color-picker-pro,jeronimodevex,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jianguoyun.cline,jianguoyun,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Jianzhe.thief-book-plus,Jianzhe,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
JiHoonKim.devtool-plus-kr,JiHoonKim,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jinweizhiyuan.webstorm-new-dark2,jinweizhiyuan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jinyang.copilot-mcp-zh-cn,jinyang,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Jinyuan.vscode-git-cruise-upgraded,Jinyuan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jishutuan.prettier-vscode,jishutuan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jiyuzh.clang-format-renew,jiyuzh,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jjackson.bazel-syntax,jjackson,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
joaosam.symbols-freedom,joaosam,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
joezhoujinjing.vscode-tmux-worktree-agent,joezhoujinjing,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
johanlaneau.bcompare-vscode-remote,johanlaneau,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
johnlindquist.workspace-color-theme,johnlindquist,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jonasxwebdev.sftp-dssCOMP.java-bazel-extension,jonasxwebdev,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jonxmack.liquid-snippets,jonxmack,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
jpcrs.vim-us-international,jpcrs,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
juanmaguitar.cursor-rules-downloader,juanmaguitar,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
juanmaguitar.custom-cursor-rules-multirepo,juanmaguitar,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
JustLookAtNow.gitlab-mr-ui,JustLookAtNow,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Kanari-Network.kari-move,Kanari-Network,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Kanishk-B.mass-rename-extension5,Kanishk-B,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
karlosasortico.Theme-Abyss-remastered,karlosasortico,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
kazi08.mcp-audit-pii-guard,kazi08,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
kd100100.kd100100-cline,kd100100,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
keindl29.opencodegui-kei,keindl29,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
kevin12314.svn-scm-ai-next,kevin12314,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
KevinYouu.tailwind-raw-reorder-tw4,KevinYouu,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
keyang.vscode-leetcode-enhanced,keyang,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
kide.kide-csharp,kide,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
kindly-robotics.inferall-ai,kindly-robotics,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
kingace2056.json-to-dart-fixed-kingace2056,kingace2056,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
KMSLV.c-ai-chan,KMSLV,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Knotron.treky-dev,Knotron,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Kochan.vs-nord-theme,Kochan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
kodawari.cline-japanese,kodawari,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
kodawari.code-runner-Japanese,kodawari,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
kodawari.error-lens-Japanese,kodawari,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
kodawari.gitlens-japanese,kodawari,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
kodawari.gitlens-zh,kodawari,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
KomaKamaki.vscode-api-client-lite,KomaKamaki,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
kova-lang.kova-material-iconse,kova-lang,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
krabt.krabt-extension-pack,krabt,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
krabt.krabt-proto,krabt,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
KrishnaChirravuri.SmartStartupProjectSwitcher,KrishnaChirravuri,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Ktoon.mt-eden,Ktoon,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Ktoon.recce-ai,Ktoon,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
KuCai.kucai-autojs6-vscode-ext,KuCai,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
kvoon.kvim,kvoon,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
kvoon.publish-test,kvoon,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
kvoon.vscode-vim-config,kvoon,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
LaineHallot.astrolize-plus-plus,LaineHallot,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
lakeFS.lakefs-dvc,lakeFS,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
lang2hong.l2h-db-client,lang2hong,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
lang2hong.l2h-vscode-dashboard,lang2hong,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
leon-qiu.hexo-auto-updated,leon-qiu,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
LiamDrew.arm-assembly,LiamDrew,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
LiamWang.vscode-image-gallery-liamwang,LiamWang,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
lijiangang.vscode-picgo-paste-adpt-wayland,lijiangang,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
LinkingMountains.SonarColorizer,LinkingMountains,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
linlinzhao.turbo-console-log-enhance,linlinzhao,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
littensydev.charmed-icons-pro,littensydev,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
littleCareless.dish-base-development-extensions-pack,littleCareless,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
littleCareless.svn-scm-ai,littleCareless,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
liuhui.shadow-reader-pro,liuhui,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
live-servers.LiveeServer,live-servers,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
longguanghui.baiteda-vscode-i18n,longguanghui,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
lsq-xgydxdx.git-graph-tool-chinese,lsq-xgydxdx,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
lucasheartcliff.dark-coder-dracula-theme,lucasheartcliff,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
LuizDoPc.luizdopc-turbo-console-log,LuizDoPc,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
lujstn.synthwave-fluoromachine-cursor,lujstn,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
LWilhelmer.reflow-markdown-plus,LWilhelmer,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
lxl66566.vim-lxl66566,lxl66566,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
lyqu.rest-client-fork,lyqu,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
lyywemhan.code-formatter-and-minifier-vscode,lyywemhan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
mahdihajian.angular-files-creator,mahdihajian,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
mahdihajian.vscode-pull-request-azure-devops,mahdihajian,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
mahdihajian.vscode-shelf,mahdihajian,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
MahendrakarPrateek.prettyxml-pro,MahendrakarPrateek,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
MakinCo.luau-lsp-library,MakinCo,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
MarioLJFerreira.42header-plus,MarioLJFerreira,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
marpo.gruvbox-material-marpo,marpo,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Marvello.js-beautify-wrapper,Marvello,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
marvin63597.claude-dd,marvin63597,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Med-H.git-graph-revamped,Med-H,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
meetrice.mysql-blade,meetrice,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
meow-d.markless-meowd,meow-d,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
MichaelBanucu.vscode-mocha-test-adapter-update-to-nodejs-22,MichaelBanucu,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
mikeljl.continue-ljl-fork,mikeljl,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Milynn.bongocat-sidebar,Milynn,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
mishannn.custom-turbo-console-log,mishannn,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
mlhiter.sline,mlhiter,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
MMitsuha.vscode-docker-registry-explorer-rev,MMitsuha,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
MohammadWaliduddin.codexeconpixel,MohammadWaliduddin,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
MominRaza.rest-client-maintained,MominRaza,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
momomomowei.element-plus-mo,momomomowei,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
mrchen.vue-jump-m,mrchen,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
mtc2000.vscode-pdf-viewer,mtc2000,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Murilo.headwind-haml-fork,Murilo,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
mycline.my-sibo-claude-dev,mycline,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Naki.ariake2022,Naki,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
nanmu.office-viewer-pro,nanmu,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
NavAI-B.svn-scm-modified,NavAI-B,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
naveenkunder.format-html,naveenkunder,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
NeoMain.Neo-Better-DevTracker,NeoMain,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Nibs.remote-cloud-shell,Nibs,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Nice8888.cline-nice8888,Nice8888,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
nicovy.symbolsnicovy,nicovy,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
nikitakolesnikov.vscode-squirrel-extention,nikitakolesnikov,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
nilaykd.arborist-notes,nilaykd,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
nimashoghi.gistfs-updated-main-nsh,nimashoghi,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
njzy.pnpm-catalog-lens-njzy,njzy,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
njzy.pnpm-catalog-lens-rush,njzy,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
nkurasawa.vscode-ignore-prettier,nkurasawa,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
nocnokneo.gif-player-plus,nocnokneo,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Noe.noe-tokyo-night-horizon,Noe,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
nofoot.clang-format-support-style-variable,nofoot,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
NolanWang.omnimedia-player,NolanWang,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
northisup.comment-divider-updated,northisup,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
nourgaser.google-tasks-json-fork,nourgaser,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
NPC1.unify-chat-provider-ui,NPC1,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
octohash.powermode-plus,octohash,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
okg21.bigquery-explorer,okg21,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
OktayAydoan.smarty-formatter,OktayAydoan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
OmGawande.sonata,OmGawande,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
OPENEDAI.OPENEDAI,OPENEDAI,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
orca.vscode-armlite,orca,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
OrqentAi.orqentai-code,OrqentAi,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
OxfordAbstracts.ide-purescript-oa-hybrid,OxfordAbstracts,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
PallasUI.panda-css-pallasui,PallasUI,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
parmentelat.vscode-jupytext-parmentelat,parmentelat,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ParthRaninga.cursor-ai-rules,ParthRaninga,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ParthRaninga.cursor-smart-rules,ParthRaninga,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ParthRaninga.cursor-smart-rules-demo,ParthRaninga,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ParwatKunwar.codesandbox-parwat-theme,ParwatKunwar,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
PCODE-pl.branch-breakpoints-plus,PCODE-pl,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
PCODE-pl.F5,PCODE-pl,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
PCODE-pl.hide-files-toggle,PCODE-pl,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
PCODE-pl.LiveServerPlus,PCODE-pl,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
PCODE-pl.vscode-autohide-plus,PCODE-pl,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
PCODE-pl.vscode-favorites-plus,PCODE-pl,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
PCODE-pl.vscode-phpmd-suppress,PCODE-pl,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pedrocmota.workspace-formatter-multiple,pedrocmota,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
PeterC.i18n-ally-fork-peter,PeterC,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
phantomgz.vscode-theme-onedark-c,phantomgz,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
PhungXuanAnh.auto-run-command-with-condition,PhungXuanAnh,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.brackets-selection-plus,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.cursor-view-focus,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.direct-cmd,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.fenced-code-blocks-tools,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.github-shortcuts,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.global-regex,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.magenta-one-dark-pro,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.mini-diff,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.multiple-commands,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.multiple-cursor-pattern,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.regex-hover,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.simple-icons-plus,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.text-marker-numbered,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.vscode-breakline-highlight,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.vscode-image-preview-alt,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.vscode-indent-empty-line,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.vscode-ristretto-icons,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pit00.whitespace-counter,pit00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pk4uDMD.vscode-containers-forked,pk4uDMD,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pksunkara.file-mod-templates,pksunkara,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
plugin-manager.vscode-notes-manager,plugin-manager,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
politsin.cline-pached,politsin,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
profezzional.package-json-upgrade-fork,profezzional,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ProjectStarboy.projectstarboy-vscode,ProjectStarboy,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
przybylski.cursor-harpoon,przybylski,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
publishingsofficial.prettier-plus-vscode,publishingsofficial,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
publishingsofficial.prettier-vscode-plus,publishingsofficial,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
pvparuchuri.sas,pvparuchuri,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
qianzijiao.continue-with-code-swift,qianzijiao,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
qusic.easysass-ng,qusic,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
r0kuko.jetbrains-file-icon-theme-extended,r0kuko,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Rabiloo.ethery,Rabiloo,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
RachmatKaligis.robotcode-gherkin-extended,RachmatKaligis,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
RahulSinha.bracketeer-personal,RahulSinha,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
RdbtCVS.chattriggers-latest,RdbtCVS,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ReadMeAI.readmeai,ReadMeAI,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Realtek.ameba,Realtek,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
RecoLive.lldb-dap-android,RecoLive,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
reflection.test-gl-workflow-fork,reflection,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
remimarsal.prettier-now,remimarsal,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Remotebase.snapdev,Remotebase,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
reorx.github-abs-vscode-theme,reorx,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
RevoData.vscode-for-just,RevoData,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
rfkhusnutdinov.pug-ecsstractor,rfkhusnutdinov,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
rgeraskin.vscode-commitizen-rg,rgeraskin,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
RiderTran.nextg-code-review,RiderTran,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Ritchie.cursor-dark-plus,Ritchie,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
rizort.laravel-pack-109,rizort,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
rizort.phpstorm-light-theme-109,rizort,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
rizort.phpstorm-pack-109,rizort,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
robna.wordcount-selection,robna,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
RogDeved.Night-moonlight-theme,RogDeved,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Rojo.rojo-roblox-vscode,Rojo,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
RooIncVeterinaryDev.roo-cline-pro,RooIncVeterinaryDev,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Ruoqi.cf-cph,Ruoqi,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Ruoqi.xplosion,Ruoqi,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ryanolsonx.poimandres-contrast,ryanolsonx,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
S4mu31.command-runner-v2,S4mu31,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
S4mu31.drawfolderstructure-s4mu31,S4mu31,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
S4mu31.s4mu31-tema-color,S4mu31,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
sachinsmc.turbo-rust-println,sachinsmc,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
sadan.insight-doc,sadan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
saltand.completions-tester,saltand,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
saltand.fork-forked,saltand,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
sameerrahman.cursor-theme-for-vscode,sameerrahman,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Sammy.clipboard-manager-with-cycling,Sammy,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
samuanv.turbo-console-log-single-quotes,samuanv,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
SamuelPinto.better-vscode-html-css,SamuelPinto,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
SamuelPinto.better-vscode-html-css-support,SamuelPinto,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
SamuelPinto.prettier-vscode-pluss,SamuelPinto,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
saurav-sinha.CodeClaude,saurav-sinha,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
